id,event_type,event_cause,latitude,longitude,requires_road_closure,priority,status,zone,corridor,junction,veh_type,hour,dayofweek,is_weekend,is_peak_hour,month,duration_mins,severity_score,address,start_datetime
FKID000019,unplanned,vehicle_breakdown,13.0001393,77.5840594,False,High,closed,Unknown_Zone,Bellary Road 1,Unknown_Junction,ksrtc_bus,4.0,1.0,0,0,1.0,,65.0,"Sankey Road, MD Nanjundaswamy Circle, Rajamahal Guttahalli, Bengaluru, Karnataka. Pin-560003 (India)",2024-01-30 04:49:17.231000+00:00
FKID000020,unplanned,vehicle_breakdown,12.9071221,77.6286395,False,High,closed,Unknown_Zone,Hosur Road,Unknown_Junction,heavy_vehicle,19.0,3.0,0,1,3.0,27.2487523,65.0,"Hosur Road, Vivekananda Circle, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",2024-03-07 19:25:04.302000+00:00
FKID000021,unplanned,tree_fall,12.927375,77.5806883,True,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,not_applicable,19.0,3.0,0,1,3.0,2928.5208131000004,50.0,"5th Main Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",2024-03-07 19:45:16.034000+00:00
FKID000022,unplanned,pot_holes,12.9169074,77.5950955,False,Low,closed,South Zone 1,Non-corridor,28thMainJayanagarJunc,not_applicable,22.0,4.0,0,0,1.0,,30.0,"South End Main Road, East End Circle, Jayanagar, Bengaluru, Karnataka. Pin-560069 (India)",2024-01-05 22:35:41.185000+00:00
FKID000023,unplanned,pot_holes,12.9667047,77.6615983,False,Low,active,Unknown_Zone,Non-corridor,Unknown_Junction,not_applicable,8.0,1.0,0,1,1.0,,40.0,"Suranjan Das Road, Thimmaiah Reddy Colony, Jeevan Bima Nagar, Bengaluru, Karnataka. Pin-560075 (India)",2024-01-30 08:32:47.117000+00:00
FKID000024,unplanned,water_logging,12.8966387,77.7202071,False,Low,active,Unknown_Zone,Non-corridor,Unknown_Junction,not_applicable,19.0,3.0,0,1,3.0,,40.0,"Sarjapura Main Road, Kodathi Gate, Kodathi, Bengaluru, Karnataka. Pin-560035 (India)",2024-03-07 19:55:24.461000+00:00
FKID000025,unplanned,tree_fall,12.9463911,77.597326,True,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,not_applicable,6.0,3.0,0,0,3.0,843.3240253,50.0,"12th Cross Road, Lakksandra Extension, Wilson Garden, Bengaluru, Karnataka. Pin-560030 (India)",2024-03-07 06:09:19.361000+00:00
FKID000026,unplanned,pot_holes,12.9856042,77.5977438,False,High,active,Unknown_Zone,Non-corridor,Unknown_Junction,not_applicable,8.0,1.0,0,1,1.0,,75.0,"Queens Road, HVS Apartment, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-01-30 08:35:04.399000+00:00
FKID000027,unplanned,vehicle_breakdown,12.9077383,77.6005709,False,High,closed,Unknown_Zone,Bannerghata Road,Unknown_Junction,bmtc_bus,8.0,1.0,0,1,1.0,,65.0,"Bannerghatta Main Road, JD Mara Junction, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",2024-01-30 08:12:47.138000+00:00
FKID000028,unplanned,pot_holes,12.9635109,77.6642122,False,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,not_applicable,8.0,1.0,0,1,1.0,9.079776783333333,30.0,"Suranjan Das Road, Officers Quarters, Airport Area, Bengaluru, Karnataka. Pin-560017 (India)",2024-01-30 08:25:57.212000+00:00
FKID000029,unplanned,pot_holes,12.9667073,77.6615616,False,Low,active,Unknown_Zone,Non-corridor,Unknown_Junction,not_applicable,8.0,1.0,0,1,1.0,,40.0,"Suranjan Das Road, Thimmaiah Reddy Colony, Jeevan Bima Nagar, Bengaluru, Karnataka. Pin-560075 (India)",2024-01-30 08:31:37.367000+00:00
FKID000030,unplanned,pot_holes,12.9666867,77.6616478,False,Low,active,Unknown_Zone,Non-corridor,Unknown_Junction,not_applicable,8.0,1.0,0,1,1.0,,40.0,"Suranjan Das Road, Thimmaiah Reddy Colony, Jeevan Bima Nagar, Bengaluru, Karnataka. Pin-560075 (India)",2024-01-30 08:33:55.212000+00:00
FKID000031,unplanned,vehicle_breakdown,12.907814,77.6006561,True,High,closed,Unknown_Zone,Bannerghata Road,Unknown_Junction,bmtc_bus,8.0,1.0,0,1,1.0,,85.0,"Bannerghatta Main Road, Srinivas Industrial Estate, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",2024-01-30 08:08:05.581000+00:00
FKID000032,unplanned,vehicle_breakdown,12.8955737,77.5993711,False,High,closed,Unknown_Zone,Bannerghata Road,Unknown_Junction,lcv,5.0,1.0,0,0,1.0,,65.0,"Bannerghatta Main Road, Indian Institute of Management, Bengaluru, Karnataka. Pin-560076 (India)",2024-01-30 05:43:18.534000+00:00
FKID000033,unplanned,tree_fall,12.92757,77.5832051,False,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,not_applicable,20.0,3.0,0,1,3.0,2907.6902057166667,30.0,"9th Main Road, Geeta Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",2024-03-07 20:06:03.523000+00:00
FKID000034,unplanned,congestion,13.044697,77.5828546,False,High,closed,Unknown_Zone,ORR North 2,Unknown_Junction,not_applicable,5.0,1.0,0,0,1.0,,65.0,"Outer Ring Road, Abdul Patel Syed Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",2024-01-30 05:38:15.485000+00:00
FKID000035,unplanned,pot_holes,12.9666885,77.6616396,False,Low,active,Unknown_Zone,Non-corridor,Unknown_Junction,not_applicable,8.0,1.0,0,1,1.0,,40.0,"Suranjan Das Road, Thimmaiah Reddy Colony, Jeevan Bima Nagar, Bengaluru, Karnataka. Pin-560075 (India)",2024-01-30 08:35:57.672000+00:00
FKID000036,unplanned,vehicle_breakdown,12.9789228,77.5644032,False,High,closed,Unknown_Zone,Magadi Road,Unknown_Junction,bmtc_bus,20.0,3.0,0,1,3.0,,65.0,"Magadi Road, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)",2024-03-07 20:17:50.952000+00:00
FKID000037,unplanned,accident,12.8636494,77.6725849,False,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,not_applicable,3.0,1.0,0,0,1.0,,30.0,"Doddanagamangala Road, Sri Rajarajeshwari Nagar, Doddanagamangala, Bengaluru, Karnataka. Pin-560100 (India)",2024-01-30 03:52:59.126038+00:00
FKID000038,unplanned,vehicle_breakdown,12.9219483,77.6002467,False,High,closed,Unknown_Zone,Bannerghata Road,Unknown_Junction,heavy_vehicle,15.0,1.0,0,0,1.0,,65.0,"Bannerghatta Main Road, Opulent Spire, Block 9, Jayanagar, Bengaluru, Karnataka. Pin-560069 (India)",2024-01-30 15:15:10.139000+00:00
FKID000039,unplanned,pot_holes,12.9666597,77.661556,False,Low,active,Unknown_Zone,Non-corridor,Unknown_Junction,not_applicable,8.0,1.0,0,1,1.0,,40.0,"Suranjan Das Road, Thimmaiah Reddy Colony, Jeevan Bima Nagar, Bengaluru, Karnataka. Pin-560075 (India)",2024-01-30 08:37:16.322000+00:00
FKID000040,planned,construction,12.946469,77.6986754,False,High,closed,Unknown_Zone,ORR East 1,Unknown_Junction,not_applicable,11.0,1.0,0,0,1.0,,65.0,"Outer Ring Road, Sumadhura Platinum Square, Kadubisanahalli, Bengaluru, Karnataka. Pin-560037 (India)",2024-01-30 11:31:12.848000+00:00
FKID000041,unplanned,others,12.9936273,77.5844677,True,High,closed,Unknown_Zone,Bellary Road 1,Unknown_Junction,not_applicable,20.0,3.0,0,1,3.0,106.41915116666668,85.0,"Kumar Krupa Road, Make In India Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-03-07 20:20:31.140000+00:00
FKID000042,unplanned,vehicle_breakdown,12.9465079,77.6986339,False,High,closed,Unknown_Zone,ORR East 1,Unknown_Junction,bmtc_bus,20.0,1.0,0,1,1.0,,65.0,"Outer Ring Road, Sumadhura Platinum Square, Kadubisanahalli, Bengaluru, Karnataka. Pin-560037 (India)",2024-01-30 20:38:19.329000+00:00
FKID000043,unplanned,vehicle_breakdown,13.0467058,77.5036495,False,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,lcv,18.0,3.0,0,1,3.0,,30.0,"6th Main Road, The Edge, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)",2024-03-07 18:29:50.857000+00:00
FKID000044,unplanned,vehicle_breakdown,13.0166142,77.5054464,False,Low,closed,West Zone 1,Non-corridor,Peenya14thCrossJunc,bmtc_bus,6.0,3.0,0,0,12.0,,30.0,"14th Cross Road, Industrial Area Stage 3, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",2023-12-28 06:06:26.375000+00:00
FKID000045,planned,construction,13.0085677,77.6131497,True,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,not_applicable,21.0,1.0,0,1,1.0,,50.0,"Shampura Main Road, AK Colony, Devarajeevana Halli, Bengaluru, Karnataka. Pin-560045 (India)",2024-01-30 21:21:10.303000+00:00
FKID000046,unplanned,vehicle_breakdown,13.0309717,77.5364661,False,High,closed,Unknown_Zone,Tumkur Road,Unknown_Junction,lcv,19.0,1.0,0,1,1.0,,65.0,"Mumbai Bengaluru Highway, Gorguntepalya Junction, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",2024-01-30 19:33:25.417000+00:00
FKID000047,unplanned,others,13.0262806,77.5442344,False,High,closed,Unknown_Zone,Tumkur Road,Unknown_Junction,not_applicable,20.0,3.0,0,1,3.0,133.52983253333335,65.0,"1st Main Road, Sri Vijayamaruthi Circle, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",2024-03-07 20:27:15.443000+00:00
FKID000048,unplanned,tree_fall,12.9938639,77.5844374,False,High,closed,Unknown_Zone,Bellary Road 1,Unknown_Junction,not_applicable,20.0,3.0,0,1,3.0,1829.3005564666666,65.0,"Kumar Krupa Road, Make In India Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-03-07 20:41:41.999000+00:00
FKID000049,unplanned,vehicle_breakdown,12.9188682,77.6687736,False,High,closed,Unknown_Zone,ORR East 1,Unknown_Junction,bmtc_bus,21.0,1.0,0,1,1.0,55.541728516666666,65.0,"Sarjapura Main Road, Sri Balaji Layout, Bellandur Gate, Bellandur, Bengaluru, Karnataka. Pin-560102 (India)",2024-01-30 21:27:52.454000+00:00
FKID000050,unplanned,congestion,12.9546127,77.6423399,False,High,closed,Unknown_Zone,IRR(Thanisandra road),Unknown_Junction,not_applicable,20.0,1.0,0,1,1.0,,65.0,"Nagasandra Road, Serenity Layout, Domlur, Bengaluru, Karnataka. Pin-560071 (India)",2024-01-30 20:46:34.356000+00:00
FKID000051,unplanned,vehicle_breakdown,12.936133,77.5187044,False,High,closed,Unknown_Zone,Mysore Road,Unknown_Junction,lcv,21.0,1.0,0,1,1.0,,65.0,"Sri Sri Sri Tiruchi Mahaswamiji Road, Rajarajeshwari Junction, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",2024-01-30 21:13:55.445000+00:00
FKID000052,planned,construction,12.9694079,77.7006346,False,High,closed,Unknown_Zone,ORR East 2,Unknown_Junction,not_applicable,20.0,1.0,0,1,1.0,,65.0,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",2024-01-30 20:56:01.732000+00:00
FKID000053,unplanned,vehicle_breakdown,12.9849833,77.5883633,False,High,closed,Unknown_Zone,Bellary Road 1,Unknown_Junction,private_car,21.0,1.0,0,1,1.0,69.32987603333332,65.0,"Palace Road, Chalukya Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-01-30 21:47:40.463000+00:00
FKID000054,unplanned,vehicle_breakdown,13.0127301,77.5545135,False,High,closed,Unknown_Zone,West of Chord Road,Unknown_Junction,truck,20.0,3.0,0,1,3.0,,65.0,"Chord Road, World Trade Centre, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",2024-03-07 20:42:57.607000+00:00
FKID000055,unplanned,road_conditions,12.9842019,77.7336286,False,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,not_applicable,21.0,1.0,0,1,1.0,61.27697078333333,30.0,"Pattandur Agrahara Road, Vertex Tech Park, EPIP Zone, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",2024-01-30 21:54:56.083000+00:00
FKID000056,unplanned,vehicle_breakdown,13.2644465,77.7187627,True,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,heavy_vehicle,19.0,1.0,0,1,1.0,,50.0,"Bangalore Bellary Road, Nitesh Long Land, Devanahalli, Karnataka. Pin-562110 (India)",2024-01-30 19:36:33.702000+00:00
FKID000057,unplanned,vehicle_breakdown,12.9848257,77.7527586,False,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,private_car,22.0,1.0,0,0,1.0,36.41233746666667,30.0,"Whitefield Main Road, Prestige Park View, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",2024-01-30 22:06:02.276000+00:00
FKID000058,unplanned,tree_fall,12.9932986,77.5837571,False,High,closed,Unknown_Zone,Bellary Road 1,Unknown_Junction,not_applicable,20.0,3.0,0,1,3.0,1819.0784875333334,65.0,"Kumar Krupa Road, Make In India Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-03-07 20:51:39.532000+00:00
FKID000059,unplanned,tree_fall,12.9937523,77.5842482,False,High,closed,Unknown_Zone,Bellary Road 1,Unknown_Junction,not_applicable,20.0,3.0,0,1,3.0,1823.1111353833332,65.0,"Kumar Krupa Road, Make In India Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-03-07 20:47:40.640000+00:00
FKID000060,unplanned,tree_fall,12.9938868,77.5841876,False,High,closed,Unknown_Zone,Bellary Road 1,Unknown_Junction,not_applicable,20.0,3.0,0,1,3.0,1825.6380844833334,65.0,"Kumar Krupa Road, Make In India Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-03-07 20:45:19.752000+00:00
FKID000061,unplanned,vehicle_breakdown,12.9368467,77.6928653,False,High,resolved,Unknown_Zone,ORR East 1,Unknown_Junction,private_car,23.0,1.0,0,0,1.0,10.513486133333334,60.0,"Outer Ring Road, Featherlite The Address, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",2024-01-30 23:05:02.339000+00:00
FKID000062,unplanned,tree_fall,13.0126766,77.5581246,True,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,not_applicable,20.0,3.0,0,1,3.0,22124.802723566667,50.0,"1st Cross Road, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",2024-03-07 20:53:37.293000+00:00
FKID000063,unplanned,vehicle_breakdown,12.9513113,77.4994888,False,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,bmtc_bus,23.0,1.0,0,0,1.0,83.22766023333334,30.0,"Kengeri Main Road, Ullal Junction, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)",2024-01-30 23:12:23.123000+00:00
FKID000064,unplanned,vehicle_breakdown,13.0160964,77.5068555,False,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,bmtc_bus,21.0,1.0,0,1,1.0,,30.0,"14th Cross Road, Industrial Area Stage 2, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",2024-01-30 21:21:57.881000+00:00
FKID000065,unplanned,pot_holes,12.9807501,77.6028238,False,High,active,Unknown_Zone,CBD 1,Unknown_Junction,not_applicable,21.0,3.0,0,1,3.0,,75.0,"Infantry Road, Prestige Central, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-03-07 21:05:54.697000+00:00
FKID000066,unplanned,tree_fall,12.9165983,77.583705,False,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,not_applicable,20.0,3.0,0,1,3.0,321.23818236666665,30.0,"9th Main Road, Adarsh Palace Apartment, TMC Layout, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)",2024-03-07 20:58:06.297000+00:00
FKID000067,unplanned,pot_holes,13.0198619,77.6562235,False,High,active,Unknown_Zone,Non-corridor,Unknown_Junction,not_applicable,1.0,2.0,0,0,1.0,,75.0,"Horamavu Main Road, Another Sky by Living Walls, Ashirwad Colony, Horamavu, Bengaluru, Karnataka. Pin-560043 (India)",2024-01-31 01:04:36.275000+00:00
FKID000068,unplanned,pot_holes,13.0191848,77.6555127,False,High,active,Unknown_Zone,ORR North 1,Unknown_Junction,not_applicable,1.0,2.0,0,0,1.0,,75.0,"MBT Road, Peddanna Reddy Layout, Ashirwad Colony, Horamavu, Bengaluru, Karnataka. Pin-560043 (India)",2024-01-31 01:01:36.195000+00:00
FKID000069,unplanned,vehicle_breakdown,12.9740913,77.5452252,False,High,closed,Unknown_Zone,West of Chord Road,Unknown_Junction,bmtc_bus,0.0,2.0,0,0,1.0,44.18835605,65.0,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-01-31 00:33:27.663000+00:00
FKID000070,unplanned,vehicle_breakdown,12.9740971,77.5449011,False,High,closed,Unknown_Zone,West of Chord Road,Unknown_Junction,bmtc_bus,0.0,2.0,0,0,1.0,41.797760616666665,65.0,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-01-31 00:36:02.277000+00:00
FKID000071,unplanned,vehicle_breakdown,12.9688926,77.569795,False,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,auto,1.0,2.0,0,0,1.0,26.158530816666666,30.0,"Binny Mill Road, Akkimakalamna Gudi, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",2024-01-31 01:24:44.373000+00:00
FKID000072,unplanned,pot_holes,12.9838737,77.5286068,False,High,closed,Unknown_Zone,Magadi Road,Unknown_Junction,not_applicable,23.0,1.0,0,0,1.0,8639.783111666668,65.0,"G Narayana Kumar Road, Soundarya Kamakshi, Karekallu, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",2024-01-30 23:46:07.351000+00:00
FKID000073,unplanned,others,12.9595586,77.5162093,False,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,not_applicable,23.0,1.0,0,0,1.0,20609.415342416665,30.0,"Nagarabhavi Main Road, Block 1 Manasa Nagar, Nagarbhavi Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",2024-01-30 23:23:41.783000+00:00
FKID000074,unplanned,vehicle_breakdown,12.9511354,77.5739687,False,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,lcv,22.0,1.0,0,0,1.0,,30.0,"DTV Dwarakanatha Road, BNV Subramanya Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",2024-01-30 22:39:37.276000+00:00
FKID000075,unplanned,vehicle_breakdown,13.0192138,77.5395595,False,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,others,23.0,1.0,0,0,1.0,,30.0,"Kanteerava Studio Road, Police Quarters, Krishnananda Nagar, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",2024-01-30 23:11:03.886000+00:00
FKID000076,unplanned,pot_holes,12.9161187,77.5856548,False,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,not_applicable,21.0,3.0,0,1,3.0,5754.0936329333335,30.0,"47th Cross Road, Sri Aurobindo Circle, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",2024-03-07 21:11:51.734000+00:00
FKID000077,unplanned,vehicle_breakdown,12.9284355,77.6811918,True,High,closed,Unknown_Zone,ORR East 1,Unknown_Junction,bmtc_bus,23.0,1.0,0,0,1.0,,85.0,"Outer Ring Road, Sterling Ascentia, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)",2024-01-30 23:18:30.880000+00:00
FKID000078,unplanned,vehicle_breakdown,13.0753282,77.4370383,False,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,heavy_vehicle,19.0,3.0,0,1,3.0,,30.0,"Dr Vishnuvardhan Road, Dasanapura, Bengaluru, Karnataka. Pin-562162 (India)",2024-03-07 19:23:40.435000+00:00
FKID000079,unplanned,vehicle_breakdown,13.2673624,77.7195893,False,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,heavy_vehicle,19.0,3.0,0,1,3.0,,30.0,"Srinagar Kanyakumari Highway, Nitesh Long Land, Devanahalli, Karnataka. Pin-562110 (India)",2024-03-07 19:23:25.400000+00:00
FKID000080,unplanned,others,12.9449039,77.4949618,False,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,not_applicable,21.0,3.0,0,1,3.0,15.88912515,30.0,"Kengeri Main Road, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)",2024-03-07 21:25:26.425000+00:00
FKID000081,unplanned,tree_fall,12.9873133,77.6163481,False,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,not_applicable,21.0,3.0,0,1,3.0,116.8119772,30.0,"St John Road, Field Marshal Manekshaw Enclave, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-03-07 21:17:00.312000+00:00
